query_alias,record_id,canonical_product_tr,sector,candidate_cn,cbam_scope_candidate,base_confidence,disambiguation_questions,exclusion_or_alt_triggers,notes,source_url
ammonium sulphate,FE-006,Amonyum sülfat,Gübre,3102,IN,medium,,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
amonyum sulfat,FE-006,Amonyum sülfat,Gübre,3102,IN,medium,,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
amonyum sülfat,FE-006,Amonyum sülfat,Gübre,3102,IN,medium,,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
seker gubre,FE-006,Amonyum sülfat,Gübre,3102,IN,medium,,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
şeker gübre,FE-006,Amonyum sülfat,Gübre,3102,IN,medium,,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
sivi azot gubresi,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
sıvı azot gübresi,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
uan,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
uan cozeltisi,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
uan çözeltisi,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
ure amonyum nitrat,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
urea ammonium nitrate,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
üre amonyum nitrat,FE-007,UAN çözeltisi,Gübre,3102,IN,medium,Formülasyon ve azot içeriği nedir?,,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
15-15-15,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
20-20-0,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
20-20-20,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
dap iceren karisim,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
dap içeren karışım,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
kompoze gubre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
kompoze gübre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
nk gubre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
nk gübre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
np gubre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
np gübre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
npk,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
npk / np / nk gubre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
npk / np / nk gübre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
npk gubre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
npk gübre,FE-008,NPK / NP / NK gübre,Gübre,3105,IN,medium,Ürün azot (N) içeriyor mu? || N-P-K yüzdeleri nedir?,31056000 yalnız P+K içeren ürün kapsam dışı olabilir,,https://taxation-customs.ec.europa.eu/document/download/8fd0542b-e67d-4183-bb20-a19de510f53c_en
gri hidrojen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
h2,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
hidrojen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
hydrogen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
mavi hidrojen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
saf hidrojen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
yesil hidrojen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
yeşil hidrojen,HY-001,Hidrojen,Hidrojen,28041000,IN,high,Saf hidrojen veya amonyak üretiminde kullanılabilir H2/N2 karışımı mı?,,,https://taxation-customs.ec.europa.eu/document/download/04ceca3b-466e-4ed9-a1a5-a47c2e5e5be0_en
electrical energy,EL-001,Elektrik enerjisi,Elektrik,27160000,IN,high,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A02023R0956-20251020
electricity,EL-001,Elektrik enerjisi,Elektrik,27160000,IN,high,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A02023R0956-20251020
elektrik,EL-001,Elektrik enerjisi,Elektrik,27160000,IN,high,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A02023R0956-20251020
elektrik enerjisi,EL-001,Elektrik enerjisi,Elektrik,27160000,IN,high,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX%3A02023R0956-20251020
balkon camlama,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
balkon kapama,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
cam balkon,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
cam balkon sistemi,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
giyotin cam balkon,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
katlanir cam balkon,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
katlanır cam balkon,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
surgulu cam balkon,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
sürgülü cam balkon,AMB-001,Cam balkon sistemi,Karma,7610|7007|7008,AMBIGUOUS,low,"Faturada komple sistem mi, yalnız cam mı yazıyor? || Taşıyıcı çerçeve alüminyum mu? || Cam temperli/lamine/yalıtım camı mı? || Ürün demonte set mi?",Yalnız güvenlik camı 7007 olabilir ve CBAM kapsamı dışındadır || Yalıtım camı 7008 olabilir ve CBAM kapsamı dışındadır,Doğrudan tek kod önerme. Komple sistemin objektif karakteri ve sunum şekli incelenmeli.,https://taxation-customs.ec.europa.eu/document/download/590e983b-c937-41ea-bb9f-810c29e70e1e_en
pimapen,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
plastik pencere,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc dograma,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc doğrama,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc kapi,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc kapı,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc pencere,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc pencere / pvc dograma,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
pvc pencere / pvc doğrama,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
upvc pencere,AMB-002,PVC pencere / PVC doğrama,Karma,392520|7610,LIKELY_OUT,low,Ana çerçeve PVC mi? || Alüminyum kaplama/ana taşıyıcı var mı? || Yalnız takviye çeliği mi bulunuyor?,PVC pencere esas karakteri plastikse CBAM Annex I dışında olması beklenir,İç çelik takviye bulunması tek başına nihai ürünü CBAM malı yapmaz; sınıflandırma nihai eşyanın esas karakterine göre teyit edilmelidir.,https://taxation-customs.ec.europa.eu/news/commission-publishes-2026-version-combined-nomenclature-2025-10-31_en
cati paneli,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
cephe paneli,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
pir panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
poliuretan panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
poliüretan panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
sandvic panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
sandviç panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
tasyunu panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
taşyünü panel,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çatı paneli,AMB-003,Sandviç panel,Karma,7308|7210|3921,AMBIGUOUS,low,İki yüz metal sac mı? || Panel yapıya özel hazırlanmış mı? || Yalıtım çekirdeği nedir? || Komple yapı elemanı olarak mı sunuluyor?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik raf,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik shelving,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
depo rafi,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
depo rafı,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
market rafi,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
market rafı,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
metal raf,AMB-004,Metal raf / depo raf sistemi,Karma,7308|9403|7326,AMBIGUOUS,low,Sabit yapısal sistem mi yoksa mobilya niteliğinde bağımsız raf mı? || Zemine/duvara sabitleniyor mu? || Kullanım yeri depo/mağaza/ofis mi?,Mobilya niteliğinde ise 9403 ve CBAM dışında olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
